key	morale	mothball_cost	reactive_cost	admiral_promotion_cost_record	bow_chasers	stern_chasers	deck_1_top	deck_2	deck_3	deck_4	deck_5	ship_model	admiral	officer1	officer2	officer3	num_marines	num_seamen	num_gunners	core_gunner_marksmanship	core_gunner_loading_skill	firing_mechanism	water_bail_out_modifier	flood_threshold_to_sink	fire_risk_modifier	mass	collision_momentum_modifier	formation_distance	minimum_distance	formation_integrity	top_speed	acceleration	stopping_threshold	heel_factor	beating_angle	max_yard_angle	sail_furl_angle	speed_wind_astern	speed_15_deg	speed_30_deg	speed_45_deg	speed_60_deg	speed_75_deg	speed_90_deg	speed_105_deg	speed_120_deg	speed_135_deg	speed_145_deg	speed_180_deg	position_damping	rotation_damping	turn_rate_at_full_speed	turn_rate_at_10_percent	turn_rate_at_20_percent	turn_rate_at_35_percent	turn_rate_at_50_percent	turn_rate_at_65_percent	turn_rate_at_80_percent	turn_rate_stopped	top_gallants_allowed	side_panels_above_water_1_top_armour	side_panels_above_water_1_top_hits	side_panels_above_water_1_top_critical	side_panels_above_water_2_top_armour	side_panels_above_water_2_top_hits	side_panels_above_water_2_top_critical	side_panels_below_water_armour	side_panels_below_water_hits	side_panels_below_water_critical	prow_panels_above_water_armour	prow_panels_above_water_hits	prow_panels_above_water_critical	prow_panels_below_water_armour	prow_panels_below_water_hits	prow_panels_below_water_critical	stern_panels_above_water_armour	stern_panels_above_water_hits	stern_panels_above_water_critical	stern_panels_below_water_armour	stern_panels_below_water_hits	stern_panels_below_water_critical	mast_1_front_armour	mast_1_front_hits	mast_1_front_critical	mast_2_armour	mast_2_hits	mast_2_critical	mast_3_armour	mast_3_hits	mast_3_critical	top_sails_armour	top_sails_hits	top_sails_critical	middle_sails_armour	middle_sails_hits	middle_sails_critical	bottom_sails_armour	bottom_sails_hits	bottom_sails_critical	top_gallants_sails_armour	top_gallants_sails_hits	top_gallants_sails_critical	mast_bowsprit_armour	mast_bowsprit_hits	mast_bowsprit_critical	front_sails_armour	front_sails_hits	front_sails_critical	back_sails_armour	back_sails_hits	back_sails_critical	magazine_armour	magazine_hits	magazine_critical	scares_enemies	inspire	can_trade	stat_bar_manouevrability_rating	stat_bar_hull_strength
6th_rate_russian	8	8	90	5th_rate_admiral_russian				naval_12_pounder_lr			naval_6_pounder_lr	1deck32_ru	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	40	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	2	75	0.7000	2	105	0.7000	2	142	0.9500	2	105	0.7000	2	142	0.9500	0	10	0.1000	2	142	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2118
6th_rate_spanish	8	8	90	5th_rate_admiral_spanish				naval_12_pounder_lr			naval_6_pounder_lr	1deck32_sp	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	40	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	2	75	0.7000	2	105	0.7000	2	142	0.9500	2	105	0.7000	2	142	0.9500	0	10	0.1000	2	142	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2118
american_heavy_frigate	9	9	100	3rd_rate_admiral_american		naval_12_pounder		naval_12_pounder		naval_24_pounder		razee44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	94	60	40	matchlock	2.5000	0.1000	1.0000	1650	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	130	0.7000	3	200	0.7000	3	286	0.9500	3	200	0.7000	3	286	0.9500	1	18	0.1000	3	286	0.9500	2	160	0.8000	2	160	0.8000	2	160	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	2	160	0.8000	1	144	0.0000	1	144	0.0000	1	70	0.9500	false	false	false	Medium	4654
barbary_xebec	8	5	60	5th_rate_admiral	naval_6_pounder_lr	naval_6_pounder_lr		naval_9_pounder_lr	naval_12_pounder_lr			barbary_xebec	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	48	60	40	matchlock	2.5000	0.1000	1.4000	825	1.3000	90	70	2	17	1.9000	15.0000	1.1000	150	35	130	0.7000	0.8000	0.9000	0.9500	0.9500	0.9000	0.8500	0.8000	0.7500	0.5900	0.4700	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	false	2	30	0.7000	2	60	0.7000	2	90	0.9500	2	60	0.7000	2	90	0.9500	0	6	0.1000	2	90	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	13	0.9500	false	false	false	High	1246
bomb_ketch	6	4	65	5th_rate_admiral				naval_6_pounder	naval_mortar			bomb_ketch	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	12	30	60	20	matchlock	1.5000	0.1000	1.2000	375	1.6000	70	65	9	15	1.7000	12.0000	1.3000	130	29	130	0.7000	0.8000	0.9000	0.9500	0.9500	0.9000	0.8500	0.8000	0.7500	0.5900	0.4700	0.3800	0.1700	0.1200	3.2025	5.5125	6.0375	6.5625	6.0375	5.5125	4.3575	1.7850	false	1	35	0.7000	1	55	0.7000	1	79	0.9500	1	55	0.7000	1	79	0.9500	0	5	0.1000	1	79	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	80	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	1	0.9500	false	false	false	Low	1124
bomb_ketch_american	7	4	65	5th_rate_admiral_american				naval_6_pounder	naval_mortar			bomb_ketch	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	12	30	60	30	matchlock	1.5000	0.1000	1.2000	375	1.6000	70	65	9	15	1.7000	12.0000	1.3000	130	29	130	0.7000	0.8000	0.9000	0.9500	0.9500	0.9000	0.8500	0.8000	0.7500	0.5900	0.4700	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	false	1	36	0.7000	1	57	0.7000	1	82	0.9500	1	57	0.7000	1	82	0.9500	0	5	0.1000	1	82	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	80	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	1	0.9500	false	false	false	Low	1176
bomb_ketch_british	7	4	65	5th_rate_admiral_british				naval_6_pounder	naval_mortar			bomb_ketch	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	12	30	60	35	matchlock	1.5000	0.1000	1.2000	375	1.6000	70	65	11	15	1.7000	12.0000	1.3000	132	30	130	0.7000	0.8000	0.9000	0.9500	0.9500	0.9000	0.8500	0.8000	0.7500	0.5900	0.4700	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	false	1	36	0.7000	1	57	0.7000	1	82	0.9500	1	57	0.7000	1	82	0.9500	0	5	0.1000	1	82	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	80	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	1	0.9500	false	false	false	Low	1176
bomb_ketch_french	6	4	65	5th_rate_admiral_french				naval_6_pounder	naval_mortar			bomb_ketch	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	12	30	70	20	matchlock	1.5000	0.1000	1.2000	375	1.6000	70	65	9	16	1.9000	12.0000	1.3000	128	29	130	0.7350	0.8400	0.9450	0.9975	0.9975	0.9450	0.8925	0.8400	0.7875	0.6195	0.4935	0.3990	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	false	1	35	0.7000	1	55	0.7000	1	79	0.9500	1	55	0.7000	1	79	0.9500	0	5	0.1000	1	79	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	80	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	1	0.9500	false	false	false	Low	1140
bomb_ketch_spanish	6	4	65	5th_rate_admiral_spanish				naval_6_pounder	naval_mortar			bomb_ketch	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	12	30	60	20	matchlock	1.5000	0.1000	1.2000	375	1.6000	70	65	9	15	1.7000	12.0000	1.3000	130	29	130	0.7000	0.8000	0.9000	0.9500	0.9500	0.9000	0.8500	0.8000	0.7500	0.5900	0.4700	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	false	1	35	0.7000	1	55	0.7000	1	79	0.9500	1	55	0.7000	1	79	0.9500	0	5	0.1000	1	79	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	80	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	1	0.9500	false	false	false	Low	1124
brig	8	7	70	5th_rate_admiral		naval_6_pounder_lr		naval_6_pounder_lr				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	70	60	matchlock	1.5000	0.1000	1.2000	450	1.4000	65	50	11	22	1.9000	12.0000	1.2000	148	29	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.6700	0.5900	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	1	60	0.7000	1	75	0.7000	1	100	0.9500	1	75	0.7000	1	100	0.9500	0	7	0.1000	1	100	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	1	120	0.8000	1	102	0.0000	1	102	0.0000	2	13	0.9500	false	false	false	High	1194
brig_american	9	7	70	5th_rate_admiral_american		naval_6_pounder_lr		naval_6_pounder_lr				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	70	70	matchlock	1.5000	0.1000	1.2000	450	1.4000	65	50	11	22	1.9000	12.0000	1.2000	148	29	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.6700	0.5900	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	1	63	0.7000	1	78	0.7000	1	105	0.9500	1	78	0.7000	1	105	0.9500	0	7	0.1000	1	105	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	1	120	0.8000	1	102	0.0000	1	102	0.0000	2	13	0.9500	false	false	false	High	1258
brig_british	9	7	70	5th_rate_admiral_british		naval_6_pounder_lr		naval_6_pounder_lr				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	70	75	matchlock	1.5000	0.1000	1.2000	450	1.4000	65	50	13	22	1.9000	12.0000	1.2000	150	30	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.6700	0.5900	0.5900	0.4800	0.3800	0.1700	0.1200	3.4650	5.7750	6.3000	6.8250	6.3000	5.7750	4.6200	1.8375	true	1	63	0.7000	1	78	0.7000	1	105	0.9500	1	78	0.7000	1	105	0.9500	0	7	0.1000	1	105	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	1	120	0.8000	1	102	0.0000	1	102	0.0000	2	13	0.9500	false	false	false	High	1258
brig_french	8	7	70	5th_rate_admiral_french		naval_6_pounder_lr		naval_6_pounder_lr				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	80	60	matchlock	1.5000	0.1000	1.2000	450	1.4000	65	50	11	23	2.1000	12.0000	1.2000	146	29	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7035	0.6195	0.6195	0.5040	0.3990	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	1	60	0.7000	1	75	0.7000	1	100	0.9500	1	75	0.7000	1	100	0.9500	0	7	0.1000	1	100	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	1	120	0.8000	1	102	0.0000	1	102	0.0000	2	13	0.9500	false	false	false	High	1220
brig_spanish	8	7	70	5th_rate_admiral_spanish		naval_6_pounder_lr		naval_6_pounder_lr				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	70	60	matchlock	1.5000	0.1000	1.2000	450	1.4000	65	50	11	22	1.9000	12.0000	1.2000	148	29	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.6700	0.5900	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	1	60	0.7000	1	75	0.7000	1	100	0.9500	1	75	0.7000	1	100	0.9500	0	7	0.1000	1	100	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	1	120	0.8000	1	102	0.0000	1	102	0.0000	2	13	0.9500	false	false	false	High	1194
carronade_frigate	8	8	90	5th_rate_admiral					naval_carronade_32_pounder			1deck24	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	48	60	40	matchlock	2.5000	0.1000	1.1000	765	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	2	90	0.7000	2	125	0.7000	2	160	0.9500	2	125	0.7000	2	160	0.9500	0	14	0.1000	2	160	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	150	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2716
carronade_frigate_american	9	8	90	5th_rate_admiral_american					naval_carronade_32_pounder			1deck24	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	48	60	50	matchlock	2.5000	0.1000	1.1000	765	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.8000	6.0000	6.5000	7.0000	6.5000	6.0000	4.9000	1.9000	true	2	94	0.7000	2	131	0.7000	2	168	0.9500	2	131	0.7000	2	168	0.9500	0	14	0.1000	2	168	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	150	0.8000	1	102	0.0000	1	102	0.0000	1	42	0.9500	false	false	false	Medium	2856
carronade_frigate_british	9	8	90	5th_rate_admiral_british					naval_carronade_32_pounder			1deck24	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	48	60	55	matchlock	2.5000	0.1000	1.1000	765	1.3000	80	65	12	18	1.7000	15.0000	1.1000	146	28	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	94	0.7000	2	131	0.7000	2	168	0.9500	2	131	0.7000	2	168	0.9500	0	14	0.1000	2	168	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	150	0.8000	1	102	0.0000	1	102	0.0000	1	42	0.9500	false	false	false	Medium	2856
carronade_frigate_french	8	8	90	5th_rate_admiral_french					naval_carronade_32_pounder			1deck24	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	48	70	40	matchlock	2.5000	0.1000	1.1000	765	1.3000	80	65	10	19	1.9000	15.0000	1.1000	142	27	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	90	0.7000	2	125	0.7000	2	160	0.9500	2	125	0.7000	2	160	0.9500	0	14	0.1000	2	160	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	150	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2790
carronade_frigate_spanish	8	8	90	5th_rate_admiral_spanish					naval_carronade_32_pounder			1deck24	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	48	60	40	matchlock	2.5000	0.1000	1.1000	765	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	90	0.7000	2	125	0.7000	2	160	0.9500	2	125	0.7000	2	160	0.9500	0	14	0.1000	2	160	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	150	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2716
dhow	6	3	20		naval_6_pounder	naval_6_pounder						dhow	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	8	3	40	30	matchlock	1.5000	0.1000	1.1000	600	1.4000	110	80	1	16	1.0000	14.0000	2.5000	150	30	130	0.7500	0.8500	0.9500	1.0000	1.0000	0.9500	0.9000	0.8500	0.7700	0.6400	0.5300	0.4300	0.1700	0.1200	3.4650	5.7750	6.3000	6.8250	6.3000	5.7750	4.6200	1.8375	false	0	30	0.7000	0	35	0.7000	0	42	0.9500	0	35	0.7000	0	42	0.9500	0	3	0.1000	0	42	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	0	0.0000	1	0	0.0000	1	145	0.0000	1	0	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	13	0.9500	false	false	true	Low	904
episodic_2_5th_rate	8	9	100	5th_rate_admiral	naval_6_pounder			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1191	1.2000	85	70	9	18	1.5000	18.0000	1.0000	142	26	130	0.9000	0.9500	1.0000	0.9700	0.9500	0.9000	0.8500	0.7700	0.6900	0.6100	0.4600	0.3400	0.1700	0.1200	4.7905	7.4035	8.0000	8.0000	7.6648	6.7067	5.7486	1.7420	true	2	98	0.6000	2	136	0.7000	2	185	0.9500	2	136	0.7000	2	185	0.9500	2	54	0.1500	2	185	0.9500	2	150	0.8000	2	150	0.8000	2	150	0.8000	1	144	0.1000	1	168	0.1000	1	216	0.1000	1	120	0.1000	2	150	0.8000	1	144	0.1000	1	144	0.1000	1	40	0.9500	false	false	false	Medium	2716
episodic_2_brig	7	7	70	5th_rate_admiral		naval_6_pounder		naval_12_pounder				brig	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	14	14	50	70	60	matchlock	1.5000	0.1000	0.8000	814	1.4000	65	50	11	21	1.9000	12.0000	1.2000	148	29	130	0.9000	0.9500	1.0000	0.9700	0.9500	0.9000	0.8500	0.7700	0.6900	0.6100	0.4600	0.3400	0.1700	0.1200	5.4340	8.5956	9.0000	9.0000	8.6944	7.6076	6.5208	1.7940	true	1	54	0.6000	1	74	0.7000	1	100	0.9500	1	74	0.7000	1	100	0.9500	1	32	0.1500	1	100	0.9500	1	120	0.8000	1	120	0.8000	0	120	0.8000	1	120	0.1000	1	144	0.1000	1	168	0.1000	1	96	0.1000	1	110	0.8000	1	96	0.1000	1	96	0.1000	2	20	0.9500	false	false	false	High	1180
episodic_2_sloop	7	3	50	5th_rate_admiral			naval_9_pounder	naval_9_pounder				sloop	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	14	36	70	60	matchlock	1.0000	0.1000	0.8000	508	1.8000	50	40	13	22	2.1000	10.0000	2.0000	155	30	130	0.7500	0.8500	0.9500	1.0000	1.0000	0.9700	0.9200	0.8500	0.7700	0.6900	0.5200	0.4000	0.1700	0.1200	5.9345	9.0000	9.0000	9.5000	9.0000	8.3083	7.1214	2.1580	false	1	47	0.6000	1	66	0.7000	1	90	0.9500	1	66	0.7000	1	90	0.9500	1	27	0.1500	0	90	0.9500	1	120	0.8000	1	120	0.8000	0	120	0.8000	1	96	0.1000	1	120	0.1000	1	144	0.1000	1	72	0.1000	1	90	0.8000	1	96	0.1000	1	96	0.1000	2	20	0.9500	false	false	false	High	1318
galleon	8	20	190	5th_rate_admiral_spanish	naval_6_pounder	naval_6_pounder		naval_6_pounder	naval_9_pounder	naval_18_pounder		galleon	test_admiral	episodic_john_smith	test_naval_lieutenant	test_naval_bosun	30	30	116	40	40	matchlock	3.5000	0.1000	0.8000	1950	1.1000	100	80	7	14	0.7000	22.0000	1.2000	126	25	130	0.8000	0.8700	0.9500	0.9000	0.8500	0.7900	0.7300	0.6700	0.6100	0.5400	0.4200	0.3100	0.1700	0.1200	2.0500	4.2500	4.7500	5.2500	4.7500	4.2500	3.1500	1.3000	false	2	105	0.7000	2	135	0.7000	2	307	0.9500	2	135	0.7000	2	307	0.9500	0	18	0.1000	2	307	0.9500	3	130	0.8000	2	130	0.8000	2	130	0.8000	1	165	0.0000	1	206	0.0000	1	257	0.0000	1	0	0.0000	2	130	0.8000	1	140	0.0000	1	140	0.0000	1	70	0.9500	false	false	true	Low	4683
galleon_fluyt	8	16	160	5th_rate_admiral		naval_6_pounder				naval_9_pounder	naval_12_pounder	ancient_galleon_big	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	30	30	82	40	15	matchlock	3.0000	0.1000	0.9000	1350	1.2000	100	80	7	15	1.1000	20.0000	1.2000	126	25	130	0.8000	0.8700	0.9500	0.9000	0.8500	0.7900	0.7300	0.6700	0.6100	0.5400	0.4200	0.3100	0.1700	0.1200	2.8000	5.0000	5.5000	6.0000	5.5000	5.0000	3.9000	1.4000	false	2	85	0.7000	2	115	0.7000	2	175	0.9500	2	115	0.7000	2	175	0.9500	0	14	0.1000	2	175	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	140	0.0000	1	175	0.0000	1	218	0.0000	1	0	0.0000	2	130	0.8000	1	119	0.0000	1	119	0.0000	1	40	0.9500	false	false	true	Low	4454
galleon_race_built	7	20	190	5th_rate_admiral		naval_6_pounder_lr		naval_9_pounder_lr	naval_12_pounder_lr			ancient_galleon_small	episodic_john_smith	episodic_john_smith	test_naval_lieutenant	test_naval_bosun	1	1	54	60	40	matchlock	2.0000	0.1000	1.0000	900	1.3000	100	80	7	17	1.3000	16.0000	1.2000	126	25	130	0.8000	0.8700	0.9500	0.9000	0.8500	0.7900	0.7300	0.6700	0.6100	0.5400	0.4200	0.3100	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.6000	false	2	70	0.7000	2	100	0.7000	2	137	0.9500	2	100	0.7000	2	137	0.9500	0	10	0.1000	2	137	0.9500	2	125	0.8000	2	125	0.8000	2	125	0.8000	1	115	0.0000	1	143	0.0000	1	178	0.0000	1	0	0.0000	2	125	0.8000	1	97	0.0000	1	97	0.0000	1	40	0.9500	false	false	false	Medium	1830
hms_shannon	8	8	90	5th_rate_admiral_british				naval_18_pounder_lr			naval_6_pounder_lr	1deck32	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	40	flintlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	12	18	1.7000	15.0000	1.1000	146	28	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	75	0.7000	2	105	0.7000	2	142	0.9500	2	105	0.7000	2	142	0.9500	0	10	0.1000	2	142	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2716
indiaman	6	10	120						naval_9_pounder			merchant_64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	0	30	24	40	30	matchlock	2.5000	0.1000	0.9000	1950	11.0000	95	75	6	14	0.9000	22.0000	1.3000	138	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.3000	true	1	110	0.7000	1	135	0.7000	1	175	0.9500	1	135	0.7000	1	175	0.9500	0	12	0.1000	1	175	0.9500	2	155	0.8000	2	155	0.8000	2	155	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	155	0.8000	1	123	0.0000	1	123	0.0000	1	40	0.9500	false	false	true	Low	1938
light_galley/galliot/fusta	7	4	20		naval_42_pounder							galley_lanteen	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	6	6	4	50	30	matchlock	1.5000	0.1000	1.2000	450	1.3000	80	55	4	12	1.7000	8.0000	0.5000	180	25	130	0.9500	0.9500	0.9500	0.9500	0.9500	0.9500	0.9500	0.9400	0.9200	0.9000	0.8200	0.7300	0.1700	0.1200	5.0000	8.5000	8.2500	7.7500	7.0000	5.7500	5.5000	8.7500	false	0	20	0.7000	0	30	0.7000	0	36	0.9500	0	30	0.7000	0	36	0.9500	0	3	0.1000	0	36	0.9500	1	120	0.8000	1	120	0.8000	1	120	0.8000	1	95	0.0000	1	118	0.0000	1	147	0.0000	1	0	0.0000	1	120	0.8000	1	80	0.0000	1	80	0.0000	1	13	0.9500	false	false	false	High	578
